k,m,xi,Adjusted Rand Index,Adjusted Rand Index Seed,Davies-Bouldin Index,Davies-Bouldin Index Seed,Silhouette Score,Silhouette Score Seed,Purity Score,Purity Score Seed,Time (s),Time (s) Seed,Iterations,Iterations Seed
2,2.5,0.3,0.270100007168326,3,7.822954635612968,4,0.016125954596423252,0,0.6493679308050565,3,2.266226053237915,2,17,3
2,1.5,0.7,0.1924514888863876,4,7.822722620488138,4,0.01597387469858678,3,0.5788423153692615,4,2.327913522720337,2,17,2
2,1.5,0.3,0.3605595561351584,2,7.802884585720879,2,0.016103274864779027,0,0.6942781104457751,2,3.30883526802063,4,32,1
2,1.5,0.5,0.19243979685950335,4,7.8224188565740045,3,0.016050353863381137,0,0.5785096473719228,4,3.6914660930633545,4,28,0
2,2.5,0.5,0.252007971599958,3,7.823007134363117,4,0.016132940528443444,0,0.6383898868928809,3,2.3330860137939453,2,17,2
2,2.5,0.7,0.19315760466113122,4,7.822566849489362,4,0.01611405059330979,0,0.5798403193612774,4,2.4012842178344727,0,21,2
2,3.5,0.3,0.202728036907801,4,7.823107717796774,1,0.0161251551965071,0,0.58416500332668,4,3.4883580207824707,0,28,0
2,3.5,0.5,0.19587208075525442,4,7.8220856518159065,2,0.016083037012878672,0,0.5811709913506321,4,3.0180160999298096,0,22,0
2,3.5,0.7,0.19827060567601287,4,7.822917497341916,4,0.016095750596636094,0,0.5825016633399867,4,2.9397647380828857,0,23,0
3,1.5,0.3,0.5134353484583993,2,6.919478230179423,2,0.012876232062513336,0,0.8147039254823686,2,1.9517080783843994,3,16,0
3,1.5,0.5,0.44520050226089886,2,6.9394446222238875,3,0.012927977491029733,3,0.783433133732535,2,2.173656463623047,0,26,4
3,1.5,0.7,0.4075619159600485,2,6.94035690760737,3,0.013101820639689116,3,0.7644710578842315,2,2.6332309246063232,0,21,0
3,2.5,0.3,0.5623265284830585,2,6.893772997775586,2,0.012889262856608253,0,0.8359946773120426,2,2.635146379470825,1,20,1
3,2.5,0.5,0.5324744916680654,2,6.906253700187107,2,0.012918074736933212,0,0.823020625415835,2,2.7843432426452637,4,22,1
3,2.5,0.7,0.4867751546144687,2,6.934984840172786,2,0.012877943699380976,3,0.8030605455755156,2,1.3231632709503174,3,19,4
3,3.5,0.3,0.5930412430288091,2,6.900255909843757,2,0.012816178125784231,4,0.8496340652029275,2,2.425140142440796,1,20,0
3,3.5,0.5,0.5838581396738589,2,6.896451046345178,2,0.012866759878136368,4,0.8456420492348636,2,1.991229772567749,0,15,0
3,3.5,0.7,0.5741908584581426,2,6.902224889433093,2,0.012900272088527714,4,0.8419827012641384,2,1.9904816150665283,2,16,0
4,1.5,0.3,0.4336420785626658,4,7.053558685720489,2,0.012640142864203495,4,0.8772455089820359,4,3.485175371170044,4,25,4
4,2.5,0.3,0.44791800011659616,2,6.7088336436873774,1,0.012683556379966796,2,0.8892215568862275,2,3.1006667613983154,3,22,3
4,1.5,0.5,0.4236187025799896,4,7.047260729755505,1,0.012836777411190787,0,0.872255489021956,4,3.9706311225891113,4,29,4
4,2.5,0.5,0.44236646301562865,2,6.756629480721805,1,0.012756194455622592,2,0.8862275449101796,2,2.2477283477783203,0,22,3
4,1.5,0.7,0.4035403609325723,0,7.051429648533265,2,0.012911595948561356,0,0.8619427811044578,0,4.886897325515747,2,40,0
4,2.5,0.7,0.43033939330307636,2,6.840396756196876,1,0.012945990850110492,0,0.8795741849634066,0,2.439871072769165,4,27,1
4,3.5,0.3,0.4521013349300741,1,7.058295460027323,1,0.012651263111821328,2,0.8912175648702595,1,3.4875595569610596,4,25,4
4,3.5,0.5,0.4462202155519306,1,7.050026746626732,1,0.01270163759804745,2,0.887890884896873,1,3.924513339996338,4,27,4
4,3.5,0.7,0.44113606414430223,2,7.054860617021971,3,0.0127733291796197,1,0.8855622089155023,2,3.142848491668701,4,25,4
5,1.5,0.3,0.3695523551017456,1,7.140429900889774,3,0.012618857397094126,4,0.8975382568196939,4,3.9142777919769287,3,26,3
5,1.5,0.5,0.3597658417036174,4,7.164524570182789,3,0.012556168652491935,4,0.8918829008649368,4,3.6186013221740723,2,28,0
5,2.5,0.3,0.42267934243868077,0,7.137167356486782,3,0.012663024241899155,4,0.9055222887558216,4,2.8597424030303955,2,29,2
5,1.5,0.7,0.36555149637854806,4,7.1730475957386375,3,0.012789563594853207,4,0.8962075848303394,4,4.239705324172974,2,32,2
5,2.5,0.5,0.412362266742257,0,7.139515653404844,3,0.01265652364390068,4,0.9028609447771124,4,3.7569854259490967,3,26,3
5,2.5,0.7,0.39834239916974595,0,7.155368299175956,3,0.012695851719225649,4,0.9068529607451763,4,3.427520513534546,3,25,3
5,3.5,0.3,0.37393479111759265,3,6.914265457725738,1,0.010842804579030581,4,0.8609447771124418,3,4.085467338562012,0,30,0
5,3.5,0.5,0.3723661726534312,4,6.906701745928014,1,0.010852333138896634,4,0.8579507651363939,3,3.9736268520355225,4,32,4
5,3.5,0.7,0.36710732540044394,4,6.978309246820167,1,0.010902497270064052,4,0.8542914171656687,4,3.0617563724517822,1,30,4
6,1.5,0.3,0.3224244019247151,3,7.3391995303408954,3,0.011062824053836039,4,0.8789088489687292,0,4.440253257751465,2,30,2
6,1.5,0.7,0.3140890847166939,2,7.29865511236271,1,0.012230317183582726,1,0.885894876912841,1,2.9845755100250244,3,24,2
6,2.5,0.3,0.33295291703559343,2,7.224225514611729,4,0.010081277397407558,4,0.8892215568862275,2,3.8201022148132324,1,27,1
6,1.5,0.5,0.30518518999681316,3,7.3597474721455995,0,0.01148369486638682,3,0.8672654690618763,3,3.1828243732452393,2,30,2
6,2.5,0.5,0.3261911559082482,2,7.2823682590074155,4,0.010176163750786288,4,0.8838988689288091,2,4.225396633148193,1,27,1
6,2.5,0.7,0.3152163260780152,2,7.380246080119597,4,0.010915109452623922,4,0.8809048569527611,3,4.830292463302612,2,36,2
6,3.5,0.5,0.353685312436777,2,7.2174886148182695,4,0.00933633340922019,1,0.8805721889554224,3,3.735929250717163,4,26,4
6,3.5,0.3,0.35551747326089195,2,7.208353947483694,4,0.00911003674581935,3,0.9045242847638058,3,3.7301788330078125,4,26,4
6,3.5,0.7,0.3479304728007948,2,7.219305908597307,4,0.009685985432301383,1,0.8812375249500998,3,3.562173366546631,4,26,4
7,1.5,0.3,0.3005922075562089,4,7.38132029156646,4,0.008809449613286648,4,0.8952095808383234,4,4.675342798233032,1,30,1
7,1.5,0.5,0.2924975007885135,4,7.3824357660944955,4,0.009611533443006358,2,0.887890884896873,4,5.047855615615845,1,33,4
7,1.5,0.7,0.29153845645361914,2,7.4277682281597555,1,0.010796417132868549,1,0.8819028609447771,4,4.1586995124816895,0,28,0
7,2.5,0.3,0.3125099614934316,0,7.247128008621826,4,0.008894680463801121,1,0.8968729208250167,1,3.268352746963501,1,29,1
7,3.5,0.3,0.3185235872452146,3,7.360692574931252,3,0.009444218110455694,1,0.9101796407185628,3,3.1666719913482666,3,26,4
7,2.5,0.5,0.30212410229174447,1,7.261614676880809,4,0.008982008781316336,1,0.9001996007984032,0,5.526423454284668,3,39,1
7,2.5,0.7,0.2900704299551779,0,7.278607720410988,4,0.010237446196888706,2,0.8932135728542914,0,4.437748908996582,1,29,1
7,3.5,0.5,0.3173949785577084,3,7.236544515091929,4,0.009639205812007246,1,0.9085163007318696,3,3.9338924884796143,0,26,0
7,3.5,0.7,0.310757643285885,3,7.3338211157264,2,0.009735676496390936,1,0.9051896207584831,3,4.174806356430054,1,29,1
8,1.5,0.3,0.2744556823459035,4,7.449105363949232,4,0.010187149681516789,0,0.9198270126413839,4,5.6634626388549805,4,39,4
8,1.5,0.5,0.2705443489486578,4,7.441883618227493,4,0.010252732962233946,0,0.9125083166999335,4,4.053244352340698,4,27,4
8,1.5,0.7,0.29210706059238883,1,7.163263966658933,0,0.010206849839064015,0,0.8962075848303394,3,3.4668128490448,4,24,4
8,2.5,0.3,0.28151113013174545,2,7.32203172283772,4,0.009488967151001164,0,0.9021956087824351,4,3.7799763679504395,1,26,1
8,2.5,0.5,0.27258988237070364,2,7.324780480967436,4,0.009620279595721062,0,0.8998669328010646,4,4.467766284942627,2,32,1
8,2.5,0.7,0.2626681921314811,4,7.340201555083386,1,0.010193027716870829,0,0.9075182967398536,4,3.644801378250122,2,31,2
8,3.5,0.3,0.28170686474884454,1,7.226720090805675,2,0.008532317284956245,2,0.8925482368596142,2,4.26843523979187,1,34,1
8,3.5,0.5,0.28403474950682556,1,7.183036025571667,2,0.008435796187866777,2,0.896540252827678,2,4.173790454864502,0,36,0
8,3.5,0.7,0.26603258784791056,1,7.204551882760146,1,0.008890434791960415,2,0.9021956087824351,2,4.655229568481445,0,32,0
9,1.5,0.3,0.24339780796561283,2,7.048553981758228,3,0.008250878255581863,4,0.9001996007984032,2,3.749886989593506,1,26,1
9,1.5,0.5,0.238970103636154,2,7.1481302895350325,3,0.00967626082751534,4,0.8888888888888888,2,2.948453664779663,1,27,1
9,1.5,0.7,0.2783618405564709,2,6.981513925407833,4,0.008982747004251303,1,0.8905522288755822,1,4.3968987464904785,4,35,4
9,2.5,0.3,0.2533509832081992,2,7.372414240073586,4,0.008565604435006898,1,0.9191616766467066,1,3.9330949783325195,3,25,1
9,2.5,0.5,0.24830524767580608,2,7.4548319341122316,2,0.008924051554217577,1,0.9184963406520292,1,4.960166931152344,3,31,3
9,2.5,0.7,0.24815929981382281,1,7.325241340308384,4,0.009174318692993823,1,0.9171656686626747,1,3.5371809005737305,2,23,2
9,3.5,0.3,0.2538564429929803,1,7.011475751319973,4,0.008077423634190848,2,0.906187624750499,3,4.633435964584351,3,32,3
9,3.5,0.5,0.2507560936125689,1,7.013122483097573,4,0.007999209650635887,2,0.9075182967398536,3,4.491738557815552,1,27,1
9,3.5,0.7,0.24039210275045497,1,7.027469946393933,4,0.007904457676226738,4,0.8992015968063872,3,4.412207365036011,1,29,1
10,1.5,0.3,0.21260094255547368,2,7.307359979479145,2,0.008553433856335503,2,0.894544244843646,2,3.641587257385254,4,29,4
10,1.5,0.5,0.21368517752581206,2,7.196808094745217,2,0.009561816682041363,2,0.9008649367930806,2,5.022792339324951,4,31,4
10,1.5,0.7,0.2800039447466284,3,6.716653534520782,2,0.009450421038205956,4,0.9011976047904192,4,4.867694616317749,1,30,1
10,2.5,0.3,0.2199824700875056,1,7.099344704396321,2,0.009147523941291438,2,0.8995342648037259,2,4.327232837677002,0,29,2
10,2.5,0.5,0.21471725390660681,2,7.108370569698424,2,0.00916307377596389,2,0.9015302727877578,2,3.7664365768432617,3,30,4
10,2.5,0.7,0.21524633537046825,2,7.068996514090675,2,0.00958806980448212,2,0.9008649367930806,2,5.452915906906128,1,35,1
10,3.5,0.3,0.22297043974598268,2,7.248615355287154,1,0.008567761440184644,1,0.9101796407185628,2,4.490729331970215,4,25,4
10,3.5,0.5,0.22207374384651202,2,7.271996072071626,1,0.008408016182783399,1,0.9115103127079175,1,3.927079677581787,2,24,2
10,3.5,0.7,0.21751686078854005,2,7.269186495808988,1,0.008758459509093474,1,0.9051896207584831,1,4.865246057510376,4,30,4
11,1.5,0.3,0.19207584994784288,0,7.005075316703758,0,0.00839646278242766,0,0.8922155688622755,2,4.732321262359619,2,33,1
11,1.5,0.5,0.2010853663800475,0,7.006833130971754,0,0.008643698114727785,0,0.8918829008649368,0,3.8205721378326416,1,29,1
11,1.5,0.7,0.26444064540154255,0,6.472737572177061,3,0.007440463380550111,0,0.8922155688622755,0,4.116909980773926,1,25,1
11,2.5,0.3,0.20838940320651603,4,7.163399077135751,4,0.007828714407319146,1,0.8888888888888888,1,3.4517812728881836,2,28,2
11,2.5,0.5,0.19539169690462013,1,7.198308819382658,4,0.007890648852907314,3,0.8912175648702595,1,4.017071008682251,0,22,0
11,2.5,0.7,0.1916094218104338,1,7.12007800312687,3,0.009066164749894277,3,0.8948769128409847,1,4.959609746932983,2,31,2
11,3.5,0.3,0.2140244423640825,4,6.9172885911029,4,0.008186052533972803,1,0.8922155688622755,1,4.609417200088501,0,27,0
11,3.5,0.5,0.20937373230887463,4,6.8579378676136376,4,0.008308987158768428,1,0.8885562208915503,1,4.229248046875,1,32,1
11,3.5,0.7,0.19595900676612657,1,6.975671391290942,1,0.008599119706050292,1,0.8862275449101796,1,4.736972808837891,0,32,3
12,1.5,0.3,0.18982561715024526,3,7.086825358802193,2,0.008278136746186358,3,0.8978709248170326,3,5.413859128952026,3,32,3
12,1.5,0.5,0.20091342742174448,3,6.982675450035818,3,0.009153128220246633,3,0.8995342648037259,3,5.13749885559082,3,36,0
12,2.5,0.3,0.20018891388697907,3,6.892017678300121,2,0.007437767749957263,1,0.8978709248170326,3,4.300123453140259,1,27,1
12,1.5,0.7,0.2739107877413934,2,6.356280037420235,1,0.006103134618481678,3,0.9028609447771124,3,6.421316623687744,3,37,3
12,2.5,0.5,0.19737482207182902,3,6.9244163554946185,2,0.007740139494135144,1,0.8942115768463074,3,5.58385968208313,1,31,1
12,2.5,0.7,0.18774671141518345,3,6.97452522339328,0,0.008660231034549323,2,0.8902195608782435,2,6.59033465385437,3,33,1
12,3.5,0.3,0.20441476026665528,2,6.664640940210243,2,0.007814112837309638,1,0.8912175648702595,3,3.6041672229766846,4,27,4
12,3.5,0.7,0.19585497236576363,2,6.6382185227733865,2,0.007403138685829788,1,0.8968729208250167,1,5.300536155700684,4,33,4
12,3.5,0.5,0.20513803943186315,2,6.670740630448681,2,0.007826085762484782,1,0.8998669328010646,3,6.7521443367004395,2,39,3
13,1.5,0.3,0.16330719282434783,1,7.014115131206239,0,0.0073876976088887766,0,0.8915502328675982,4,5.867065906524658,1,32,1
13,1.5,0.5,0.16815681223167897,1,7.07047480257054,0,0.007832508872704222,0,0.8782435129740519,1,4.051480770111084,3,30,1
13,1.5,0.7,0.25725779200454546,3,6.116958052566868,3,0.007455085684317475,1,0.9018629407850964,3,4.492538690567017,2,32,2
13,2.5,0.3,0.17343493918727781,3,6.884086463456659,1,0.007565041904585422,2,0.8932135728542914,4,6.006664514541626,0,32,0
13,2.5,0.5,0.17349988857764626,3,6.703877726226248,1,0.007912153212554392,2,0.8962075848303394,0,4.895735025405884,0,36,0
13,2.5,0.7,0.1748183639497992,2,7.062944208979574,1,0.008170328523073006,2,0.8892215568862275,0,4.782576084136963,2,30,4
13,3.5,0.5,0.17819312706183513,2,7.129017474194994,0,0.007752214327879536,4,0.8905522288755822,2,5.426568269729614,2,32,0
13,3.5,0.3,0.17780328794873979,2,7.038685347429841,0,0.00781992830592777,4,0.8902195608782435,2,5.568183422088623,2,33,2
13,3.5,0.7,0.1719017778673957,2,7.127454982148389,4,0.008520403034283029,4,0.9045242847638058,4,4.798534631729126,2,31,3
14,1.5,0.3,0.16056206732861666,1,6.932240927451156,0,0.007624112859622917,1,0.8895542248835662,1,5.109007358551025,4,25,4
14,1.5,0.5,0.17416161220620102,1,6.7094171751171965,0,0.008920297780799884,0,0.8992015968063872,1,4.831437110900879,4,30,1
14,1.5,0.7,0.2781196646195392,4,5.835909194365285,3,0.0027752593854211056,0,0.8995342648037259,4,3.969583034515381,0,27,0
14,2.5,0.7,0.1612175053534033,0,6.939247480263776,3,0.008894552336287593,0,0.9015302727877578,0,3.7038724422454834,0,26,1
14,2.5,0.3,0.16442745922335236,0,6.8772150405320085,3,0.007686158129285968,0,0.9135063206919495,0,5.027522087097168,1,32,1
14,2.5,0.5,0.15960050487537633,0,6.842416844626764,3,0.00786115077589358,0,0.909181636726547,0,5.331953763961792,0,35,4
14,3.5,0.3,0.1708705727346942,0,6.5131036380653,0,0.006877161482551997,3,0.894544244843646,0,6.184437274932861,4,34,4
14,3.5,0.5,0.17258240402440927,0,6.501955828995802,0,0.006962591641192162,3,0.896540252827678,1,5.40754508972168,1,31,1
15,1.5,0.5,0.14434988658638997,2,6.991283956733606,4,0.008068247146741914,0,0.885894876912841,0,5.084524869918823,2,26,2
15,1.5,0.3,0.14143232877899178,0,6.893503521340823,1,0.007604777397080265,0,0.9015302727877578,0,5.696990728378296,0,32,0
14,3.5,0.7,0.16040900541092426,0,6.7143295469674245,0,0.007208974406934148,3,0.8992015968063872,4,6.405108451843262,3,40,1
15,2.5,0.3,0.14130392552752885,4,6.74015966178887,3,0.006185079924701221,2,0.8789088489687292,2,5.133213043212891,4,28,1
15,1.5,0.7,0.23018545859607353,3,5.82461684999502,3,0.000917372293693846,1,0.8769128409846972,2,3.5989127159118652,2,27,2
15,2.5,0.5,0.14537716736126866,4,6.758599674422303,3,0.006754622873499411,2,0.8902195608782435,2,5.5886077880859375,2,34,2
15,2.5,0.7,0.14715882371578032,1,6.820719074236775,1,0.008317306331261569,1,0.8606121091151031,2,6.65850567817688,1,37,0
15,3.5,0.3,0.1439274879154676,1,6.775317768818964,4,0.007151646672520456,2,0.8739188290086494,2,3.5781455039978027,3,22,1
15,3.5,0.5,0.1533513845049329,1,6.573362788499555,1,0.007238850452318061,2,0.8725881570192947,2,4.286192178726196,3,32,2
15,3.5,0.7,0.13848925802484494,1,6.795941311743687,4,0.0074551043652894946,2,0.8825681969394544,2,3.317765951156616,4,29,0
