k,m,xi,Adjusted Rand Index,Adjusted Rand Index Seed,Davies-Bouldin Index,Davies-Bouldin Index Seed,Silhouette Score,Silhouette Score Seed,Purity Score,Purity Score Seed,Time (s),Time (s) Seed,Iterations,Iterations Seed,dataset
2,1.5,0.3,0.2021977989501672,0,1.1871274327190249,3,0.3469911957060175,3,0.4247086247086247,0,1.6933255195617676,4,12,3,satimage
2,2.5,0.3,0.1995849646754424,0,1.182267903480121,3,0.3468601193128592,3,0.4239316239316239,0,1.3768150806427002,4,14,3,satimage
2,1.5,0.7,0.1997409891424882,0,1.185348022447493,3,0.3470217986460727,3,0.4240870240870241,0,1.885732650756836,3,12,3,satimage
2,1.5,0.5,0.2010576855144344,2,1.185771815652921,3,0.3469896045290802,3,0.4245532245532245,2,1.6182363033294678,3,10,3,satimage
2,2.5,0.5,0.1956371265546741,0,1.1811132936894966,3,0.3469822789663804,3,0.4233100233100233,0,1.909447193145752,3,12,3,satimage
2,3.5,0.3,0.1983979343040964,0,1.1806885389192987,3,0.3468401229539628,3,0.4237762237762237,0,1.7583072185516355,3,12,3,satimage
2,3.5,0.5,0.1952114249500939,3,1.1795514460653287,3,0.3468991381213971,3,0.4226884226884227,0,2.0600175857543945,3,12,3,satimage
2,2.5,0.7,0.195457904702441,0,1.1801073792525072,0,0.3470090921668162,0,0.4191142191142191,0,2.119558334350586,3,13,3,satimage
3,1.5,0.3,0.293621494510155,1,0.8118163720158833,1,0.4373241913867239,1,0.517016317016317,0,1.9989731311798096,4,13,4,satimage
3,1.5,0.5,0.293621494510155,0,0.8118163720158833,0,0.4373241913867239,0,0.517016317016317,0,2.1173906326293945,0,13,0,satimage
2,3.5,0.7,0.1964659664175551,3,1.1786951111509398,0,0.3469255971859514,3,0.42004662004662,0,2.198497772216797,3,13,3,satimage
3,1.5,0.7,0.293621494510155,0,0.8118163720158833,0,0.4373241913867239,0,0.517016317016317,0,2.4390573501586914,3,13,0,satimage
3,2.5,0.3,0.2933606631932373,0,0.811523838058343,3,0.4373324240091965,0,0.5168609168609168,0,2.320243120193481,4,13,4,satimage
3,2.5,0.5,0.2930711625946011,2,0.8113057922269274,0,0.4373235555094518,2,0.5165501165501165,2,2.2705013751983643,4,12,4,satimage
3,2.5,0.7,0.2928179420721795,0,0.81123125880865,0,0.4373121102804349,0,0.5163947163947163,0,1.7254979610443115,2,14,4,satimage
3,3.5,0.3,0.2925838804181866,0,0.8112978478985348,1,0.4373094164247992,0,0.5163947163947163,0,1.6473004817962646,1,15,4,satimage
3,3.5,0.5,0.2925540840634314,0,0.8110833613619777,0,0.4372916518303917,0,0.5162393162393163,0,1.4365026950836182,0,14,4,satimage
3,3.5,0.7,0.2926519609738389,3,0.8109713436072358,3,0.4372760375372578,0,0.5162393162393163,0,2.625731468200684,4,15,4,satimage
4,1.5,0.3,0.4591687248955322,2,0.9652148875216428,2,0.3954065609970235,2,0.6901320901320901,2,2.7247562408447266,4,17,2,satimage
4,1.5,0.5,0.4591687248955322,2,0.9652148875216428,2,0.3954065609970235,2,0.6901320901320901,2,2.6168923377990723,2,17,2,satimage
4,1.5,0.7,0.4591687248955322,2,0.9652148875216428,2,0.3954065609970235,2,0.6901320901320901,2,1.7686607837677002,2,18,2,satimage
4,2.5,0.3,0.3479281444602839,1,1.1329857480664909,4,0.3234791316184202,0,0.5721833721833722,1,4.93505334854126,4,25,3,satimage
4,2.5,0.5,0.4574561085937058,2,0.9638138372203628,2,0.3954193680169972,2,0.6893550893550894,2,3.918689012527466,2,18,2,satimage
4,3.5,0.3,0.4582755871004033,2,0.9642642200175422,2,0.3953894854249404,2,0.6898212898212899,2,2.876203775405884,1,17,1,satimage
4,2.5,0.7,0.4576821230860615,2,0.9629158311369408,2,0.3954333713015693,2,0.6895104895104895,2,3.3562049865722656,2,18,2,satimage
4,3.5,0.5,0.4583212887466136,2,0.9633326305632371,1,0.3954384480527046,1,0.6898212898212899,2,3.7441036701202393,1,22,1,satimage
4,3.5,0.7,0.4579072565902034,1,0.9619726828547088,0,0.3955258735147618,0,0.6896658896658897,0,4.089122295379639,1,23,1,satimage
5,1.5,0.3,0.4615775912657331,2,1.0960550162335063,1,0.3313483841647213,2,0.6707070707070707,0,3.5667970180511475,0,21,0,satimage
5,1.5,0.5,0.461426923558109,2,1.0960608536512766,1,0.3313837834044222,0,0.6708624708624709,0,4.312854051589966,2,27,0,satimage
5,1.5,0.7,0.4601646155595235,4,1.0961801289212123,1,0.3313217946790479,4,0.6711732711732712,4,5.762807846069336,3,34,0,satimage
5,2.5,0.5,0.4544449726458062,2,1.0848875863486604,0,0.3307146943831625,0,0.6728826728826729,0,5.661148548126221,0,32,0,satimage
5,2.5,0.3,0.4563863221374855,2,1.0930505844296772,2,0.3303466808894821,2,0.6708624708624709,0,5.850520372390747,2,37,2,satimage
5,2.5,0.7,0.4534738999024935,0,1.083877206497995,2,0.3298646444738998,0,0.6741258741258741,0,5.757369518280029,4,36,0,satimage
5,3.5,0.3,0.4525089881365696,0,1.087188075527736,0,0.3300864477607214,0,0.6696192696192697,0,7.453716039657593,4,44,4,satimage
5,3.5,0.7,0.4461404094193548,0,1.0745504166014563,0,0.3296261712287109,0,0.6707070707070707,0,4.84735918045044,4,33,0,satimage
6,1.5,0.3,0.5296555411107088,0,1.0231947941638226,0,0.352264860589181,0,0.7412587412587412,0,3.855381727218628,0,22,0,satimage
5,3.5,0.5,0.4495654907768245,0,1.081674538507853,0,0.3297199762544527,0,0.6717948717948717,0,5.193154811859131,0,38,0,satimage
6,1.5,0.5,0.5295229578586402,0,1.023302962466709,0,0.3522675361033296,2,0.7423465423465423,1,3.0857362747192383,0,19,0,satimage
6,2.5,0.3,0.5296963801590079,0,1.0231726831360817,1,0.3521807727438025,1,0.7412587412587412,0,3.238877296447754,1,19,1,satimage
6,1.5,0.7,0.529838119944802,0,1.0233221619145365,0,0.3522542016626319,0,0.7417249417249417,1,4.029752016067505,0,22,0,satimage
6,2.5,0.5,0.5280878052328455,0,1.0239947111524448,0,0.351879775423874,0,0.7398601398601399,0,4.078094482421875,1,24,1,satimage
6,2.5,0.7,0.527667135888916,0,1.023952760713205,0,0.3517280310184134,0,0.7395493395493395,0,3.372841119766236,0,27,0,satimage
6,3.5,0.3,0.5283596345917704,0,1.0233585082485577,2,0.3520328288593609,2,0.7407925407925408,0,4.608477592468262,2,26,2,satimage
6,3.5,0.5,0.5262071454654996,2,1.0219792738511622,1,0.3517141931245128,3,0.7397047397047397,2,4.998759031295776,2,35,2,satimage
6,3.5,0.7,0.522808652369028,0,1.0198858325088225,1,0.3513683961593828,1,0.7384615384615385,1,5.68896222114563,1,36,2,satimage
7,1.5,0.3,0.5652307687050184,0,1.07042947175683,0,0.336810124217596,4,0.799067599067599,0,3.944054126739502,2,22,2,satimage
7,1.5,0.5,0.5652307687050184,0,1.07042947175683,0,0.3367957564279655,4,0.799067599067599,0,3.77897572517395,2,22,2,satimage
7,2.5,0.5,0.5617353077110988,2,1.069286032697164,1,0.3326470930386018,1,0.7982905982905983,0,4.857460975646973,3,32,1,satimage
7,2.5,0.3,0.5636518461725546,1,1.0693009907645912,1,0.3328476645186532,1,0.7992229992229992,1,6.620357275009155,3,39,0,satimage
7,1.5,0.7,0.5650838707189818,4,1.0702621874306122,0,0.3324366663535596,4,0.7998445998445999,4,4.114990949630737,3,29,3,satimage
7,2.5,0.7,0.5590945719800282,1,1.0674777084723075,0,0.3323938435877991,1,0.7973581973581974,1,6.4534101486206055,1,39,1,satimage
7,3.5,0.3,0.5601819276617697,0,1.0735598767025123,0,0.3321157005454319,0,0.7976689976689977,0,4.940286159515381,2,27,2,satimage
7,3.5,0.5,0.5531443820272746,0,1.0704870240455624,4,0.3317111084174887,0,0.7945609945609946,0,7.183341503143311,2,44,2,satimage
8,1.5,0.3,0.5222854124739924,0,1.1453187146229027,4,0.3389258570895732,0,0.7558663558663559,0,6.000009775161743,3,39,0,satimage
7,3.5,0.7,0.5530403702435348,0,1.065814504256697,0,0.3324905591482461,4,0.7944055944055944,0,5.704050064086914,3,37,4,satimage
8,1.5,0.5,0.553337084609996,0,1.1466866415407615,4,0.3172750136988093,0,0.8062160062160062,0,3.898547410964966,3,23,3,satimage
8,2.5,0.3,0.5504419559286684,0,1.1421302172762515,2,0.3157268912919552,0,0.8045066045066045,0,6.34868311882019,2,34,2,satimage
8,1.5,0.7,0.5532466999485799,0,1.147183167875616,2,0.3172512392303521,0,0.8062160062160062,0,8.319212198257446,1,49,2,satimage
8,2.5,0.5,0.5490913423458168,0,1.1410539046871933,4,0.3216211802052627,2,0.8038850038850038,0,8.4951491355896,4,43,4,satimage
8,2.5,0.7,0.5464135073523751,3,1.131591656311996,0,0.3141796575479045,3,0.8027972027972028,3,5.612910509109497,0,37,0,satimage
8,3.5,0.3,0.5473365830293977,2,1.133152541012278,0,0.3216176001355692,4,0.8027972027972028,2,5.620317220687866,1,32,1,satimage
8,3.5,0.5,0.5410006973195252,2,1.1492889360742216,1,0.3217540577086969,0,0.8,2,8.238219976425171,1,45,0,satimage
8,3.5,0.7,0.5250424421801348,0,1.1312099776072515,3,0.321027002070179,0,0.7965811965811965,1,6.690248489379883,1,40,1,satimage
9,1.5,0.3,0.4639693360202302,2,1.2054838109641868,2,0.2919317693147678,2,0.7947163947163948,2,6.682392358779907,0,36,0,satimage
9,1.5,0.5,0.4697347383575046,0,1.204465339228986,2,0.2918190402424044,2,0.7953379953379953,2,8.446427583694458,1,46,1,satimage
9,1.5,0.7,0.4696738501472212,4,1.20434909812408,2,0.2917371031822103,2,0.795959595959596,2,6.021911144256592,0,33,0,satimage
9,2.5,0.3,0.5521740342775631,4,1.1969250329052423,1,0.317922633551973,4,0.8118104118104118,4,8.662904977798462,1,46,3,satimage
9,2.5,0.5,0.4646604513599172,1,1.193296511949713,1,0.2901286583286485,0,0.7961149961149961,0,7.071563005447388,1,40,1,satimage
9,2.5,0.7,0.4609903324012928,1,1.193765259706388,3,0.2899663505687403,1,0.7967365967365967,0,11.055278539657593,4,60,4,satimage
9,3.5,0.3,0.4790186073346635,0,1.195249312989923,4,0.2903910942269713,4,0.8076146076146076,1,6.6452624797821045,3,37,1,satimage
9,3.5,0.5,0.4768713866545934,4,1.1917880321007044,2,0.2892093118244885,0,0.8087024087024087,1,5.74233865737915,1,39,1,satimage
9,3.5,0.7,0.5081987225274021,0,1.19245143295249,2,0.3002601599184581,0,0.7995337995337995,3,8.451534032821655,1,47,1,satimage
10,1.5,0.3,0.4547584119787037,0,1.264112893638064,1,0.2757034352944229,1,0.8017094017094017,0,6.501147508621216,1,35,1,satimage
10,1.5,0.5,0.4569923882845861,4,1.2700577050857134,0,0.2868885827791364,4,0.8017094017094017,0,8.547245979309082,4,45,4,satimage
10,1.5,0.7,0.455489329391508,4,1.2636515062995932,0,0.2864330906749435,4,0.8027972027972028,0,9.28639268875122,4,55,2,satimage
10,2.5,0.3,0.4523700004772655,0,1.1923352988723654,3,0.2855694775333395,0,0.8097902097902098,2,7.4878830909729,3,40,3,satimage
10,3.5,0.3,0.4445229683435276,3,1.1997651477875333,2,0.2795453696057076,2,0.8096348096348096,4,6.440988540649414,1,34,1,satimage
10,2.5,0.5,0.4446020541560808,2,1.2579229306740392,2,0.2716860337994475,2,0.8102564102564103,4,6.701800584793091,1,38,0,satimage
10,2.5,0.7,0.4449552429197266,2,1.2551380184058485,2,0.2712205128206671,3,0.8096348096348096,0,8.493486404418945,0,52,0,satimage
10,3.5,0.5,0.4426983494332367,2,1.251174704249023,2,0.2694462581706323,4,0.8164724164724164,0,8.648286819458008,0,50,0,satimage
11,1.5,0.3,0.4562496428341898,0,1.2299407264295643,0,0.2793128635023443,2,0.8091686091686092,2,7.988997220993042,2,40,3,satimage
11,1.5,0.5,0.4556816347033257,0,1.230125220323817,0,0.2786948417864417,3,0.8147630147630147,2,7.812183141708374,0,39,4,satimage
10,3.5,0.7,0.4395309898123974,3,1.286124588450014,3,0.2677392625677495,4,0.8156954156954157,0,9.781399965286257,0,50,0,satimage
11,1.5,0.7,0.5061973164495859,3,1.218562950755098,3,0.2988792168331914,3,0.8146076146076147,2,9.176674604415894,0,43,2,satimage
11,2.5,0.3,0.4487014988994779,1,1.2321574701930005,0,0.2762195768685734,1,0.8158508158508159,2,8.360065698623657,0,38,0,satimage
11,2.5,0.5,0.4437225716984259,1,1.2541035738340949,1,0.2754648050066131,1,0.8158508158508159,2,7.653981447219849,0,39,0,satimage
11,2.5,0.7,0.44334864241784,1,1.2434900948376624,1,0.2739643932760713,3,0.8146076146076147,2,11.789218664169312,3,58,3,satimage
11,3.5,0.3,0.4409020244650967,4,1.256166835939094,4,0.2748068433171666,4,0.8133644133644133,0,5.674991607666016,0,35,0,satimage
11,3.5,0.5,0.4427273625262959,3,1.2148312911764956,3,0.2705457436817939,3,0.8094794094794094,2,5.319221019744873,1,32,1,satimage
12,1.5,0.3,0.441946984785258,0,1.3350989576953214,0,0.2745667375712041,0,0.8184926184926185,4,6.389663696289063,4,33,4,satimage
11,3.5,0.7,0.4410761074015349,3,1.2159365128914366,3,0.2677147384912772,3,0.8136752136752137,2,8.293171167373657,1,40,1,satimage
12,1.5,0.5,0.4426313117155609,0,1.3235261102524127,4,0.2738823723405694,0,0.8243978243978244,4,8.409937858581543,1,49,4,satimage
12,1.5,0.7,0.4416028574949078,4,1.335499333106972,4,0.2736416431730176,4,0.8163170163170164,1,8.547433137893677,4,55,4,satimage
12,2.5,0.5,0.408589613373634,3,1.311403863368504,3,0.2457356759127663,0,0.8239316239316239,3,6.6754913330078125,2,33,2,satimage
12,2.5,0.3,0.4223874300003793,2,1.3173644136676672,3,0.2594347744159469,2,0.822066822066822,3,7.576295614242554,2,36,2,satimage
12,2.5,0.7,0.4130784306445606,4,1.308007855159752,3,0.252205395322374,4,0.8203574203574203,3,8.369636535644531,3,46,3,satimage
12,3.5,0.3,0.4440810988667126,3,1.2974795659066325,3,0.2565893328893092,0,0.8259518259518259,3,8.698814630508423,4,51,1,satimage
12,3.5,0.5,0.4185512949315573,0,1.2955240306996958,2,0.2523345672490701,0,0.8198912198912199,2,9.7586989402771,0,51,0,satimage
12,3.5,0.7,0.3797268937072014,2,1.40125219427439,4,0.2189124405297752,0,0.8096348096348096,2,13.561725616455078,2,77,0,satimage
13,1.5,0.3,0.4404880048733873,4,1.3016437358624275,0,0.2736478915783218,4,0.8268842268842269,1,9.47446584701538,4,49,0,satimage
13,1.5,0.5,0.4480478522985525,1,1.2383875607721022,1,0.278319316813066,1,0.8222222222222222,4,9.56929850578308,1,49,1,satimage
13,2.5,0.3,0.4073156470584904,0,1.343849466277293,0,0.2460205997167195,3,0.8268842268842269,0,10.448125839233398,0,54,0,satimage
13,1.5,0.7,0.4500132014752666,1,1.2377956270748371,1,0.2783056376503612,1,0.8256410256410256,4,9.747424125671388,1,50,1,satimage
13,2.5,0.5,0.4023534679138259,3,1.370212236005862,3,0.2448735771414204,3,0.8214452214452215,3,9.324174880981444,2,49,2,satimage
13,2.5,0.7,0.4003694496848684,4,1.3625910188068078,4,0.2425228787453531,4,0.8198912198912199,4,8.644044637680054,0,46,0,satimage
13,3.5,0.3,0.4074923937431632,4,1.2937697210404668,4,0.245444220590707,4,0.825019425019425,4,8.46254825592041,1,42,2,satimage
13,3.5,0.5,0.3799325880864708,2,1.3695601055423667,4,0.2237418796077468,2,0.8128982128982128,2,8.80734920501709,2,48,0,satimage
13,3.5,0.7,0.3747646958526159,4,1.3776419525026589,3,0.2181437403891732,3,0.8136752136752137,4,9.818739891052246,3,52,3,satimage
14,1.5,0.3,0.4120923826950007,0,1.3045636381571089,0,0.2513185162522661,0,0.8251748251748252,0,8.453663110733032,2,43,2,satimage
14,1.5,0.5,0.4146838168013616,2,1.3104586564960778,0,0.2545859492152713,2,0.8259518259518259,0,9.197568893432615,2,51,2,satimage
14,1.5,0.7,0.4206168603845002,0,1.3085433232350812,4,0.258694421348181,0,0.8268842268842269,4,8.720242500305176,1,50,2,satimage
14,2.5,0.3,0.3862760068675471,3,1.3834788445763635,3,0.2327103321795223,1,0.8200466200466201,3,7.774118900299072,2,45,1,satimage
14,2.5,0.5,0.425250901576108,3,1.288860484237987,3,0.2566072973429729,3,0.8153846153846154,1,8.734668016433716,0,44,0,satimage
14,3.5,0.3,0.4220259467286272,3,1.3415853973192464,3,0.2478452386084055,3,0.8198912198912199,3,7.438256502151489,1,43,1,satimage
14,2.5,0.7,0.4216785106524774,2,1.3324343622871635,2,0.24732391761363,2,0.8177156177156177,2,8.569206237792969,3,49,3,satimage
14,3.5,0.5,0.3710661881673155,0,1.464311688824134,4,0.2247865141823853,0,0.8125874125874126,3,8.71222734451294,0,45,0,satimage
15,1.5,0.3,0.3860458523495975,3,1.3915143761328346,3,0.2335875561200499,3,0.8225330225330225,3,8.710917949676514,0,42,0,satimage
14,3.5,0.7,0.3443664684619459,1,1.4488051395620032,1,0.1965388611054644,1,0.8066822066822067,1,16.374684810638428,1,83,1,satimage
15,1.5,0.5,0.3870862452750609,0,1.3712878501924972,1,0.2341546047296515,2,0.8248640248640249,0,8.395762920379639,2,47,2,satimage
15,1.5,0.7,0.4067294483535839,1,1.3234965069082143,1,0.2510653638987541,1,0.8259518259518259,1,11.770854949951172,4,60,3,satimage
15,2.5,0.3,0.3761809462173988,1,1.3574570391413086,0,0.2330884393013671,1,0.822066822066822,0,7.393903493881226,4,36,4,satimage
15,2.5,0.5,0.3779282559721219,2,1.4183626071891022,0,0.2298133309856564,3,0.8271950271950272,2,9.430052757263184,3,55,2,satimage
15,3.5,0.3,0.3832634204694272,1,1.397864351581782,1,0.229754608612949,1,0.820979020979021,1,9.144295454025269,0,47,0,satimage
